ID,COMMENT,CLASSE
309,Exactly yet it’s these people who will scold you for having a bigger truck/eating meat/doing anything they deem unnecessary,scrollTriggerFade section UNDEFINED
310,It’s not a 20min drive with LA traffic lol and people acting like if they weren’t billionaires they ain’t doin the same thing smh,scrollTriggerFade section UNDEFINED
311,"Camarillo is Ventura, not LA",scrollTriggerFade section CELEBRITIES
312,@kyliejenner,scrollTriggerFade section CELEBRITIES
313,And look at us trying to recycle 😅,scrollTriggerFade section EVERYDAY
314,"I mean we should still recycle and do our due diligence, but yeah f*ck these celebrities they’re insane",scrollTriggerFade section UNDEFINED
315,EAT. THE. RICH.,scrollTriggerFade section RICH
316,"I’m all for eat the rich, but someone else explained this. They’re not on the plane the crew takes the jet to a cheaper airport for service and fuel.",scrollTriggerFade section UNDEFINED
317,Lol imagine calling Camarillo LA,scrollTriggerFade section CELEBRITIES
318,Eat the rich,scrollTriggerFade section RICH
319,@Kylie Jenner wtf,scrollTriggerFade section CELEBRITIES
320,The whales 🐋 hate airplanes too,scrollTriggerFade section ROUTINE
321,I hate paper straws!,scrollTriggerFade section EVERYDAY
322,KJ is flying around in a Global Express 7500 that costs about $5200/hr to operate. That 3 minute flight cost more than most peoples car payment.,scrollTriggerFade section UNDEFINED
323,“Save the Earth” but that doesn’t apply to the elite. Such hypocrisy it’s sick.,scrollTriggerFade section UNDEFINED
324,they try to make climate issues poor peoples fault.,scrollTriggerFade section UNDEFINED
325,glad we as a society have decided to finally address this,scrollTriggerFade section EVERYDAY
326,Watching KUWTK Kim fly’s to San Fran to Calabasas all the time,scrollTriggerFade section UNDEFINED
327,Let’s ban flights under 30 minutes lol,scrollTriggerFade section UNDEFINED
328,"I feel guilty for plastic waste, I wouldn’t be able to live with myself if I owned a private jet. 😳",scrollTriggerFade section EVERYDAY
329,the LAPD hovers like 15 helicopters over the city 24/7 using leaded fuel lol,scrollTriggerFade section UNDEFINED
330,Do Leonardo DiCaprio,scrollTriggerFade section CELEBRITIES
331,their carbon footprint 📈📈📈,scrollTriggerFade section POLLUTION
332,The Turtles RN 👁👄👁,scrollTriggerFade section POLLUTION
333,"Fun fact: Planes are now the biggest source of leaded gasoline being used today, and are responsible for roughly 70% oflead pumped into the atmosphere",scrollTriggerFade section UNDEFINED
334,yep I don't want to hear shit about my car and emissions anymore,scrollTriggerFade section UNDEFINED
335,"Listen, I’m not trying to defend them at all. But some of those short flights could be “repositions.” Aka it has to undergo maintenance and fly from",scrollTriggerFade section ROUTINE
336,Wait till you hear about the politicians jets 🙊,scrollTriggerFade section RICH
337,It’s for maintenance and cheaper storage,scrollTriggerFade section ROUTINE
338,Fr this why I roll my eyes when people bring up fast fashion and paper this and that like I’m not saying to not do your part but I’m pretty poor so,scrollTriggerFade section UNDEFINED
339,Can we eat the rich now?,scrollTriggerFade section RICH
340,That’s like we driving my car to the end of the driveway every day to get my mail.. so wasteful,scrollTriggerFade section UNDEFINED
341,Some of us don’t even have cars to save the planet 🌏,scrollTriggerFade section UNDEFINED
342,"Rich people live different, and mostly just assholes!",scrollTriggerFade section RICH
343,f the rich 🙂,scrollTriggerFade section RICH
344,most the world pollution comes from a handful of companies but somehow it's the normal people's responsible to clean up,scrollTriggerFade section UNDEFINED
345,This is why I never care about my “carbon footprint.” I’m not the villain here. Wtf difference am I gonna make in a metaphorical ocean of pollution?,scrollTriggerFade section UNDEFINED
346,Business expense,scrollTriggerFade section RICH
347,Camarillo is not LA,scrollTriggerFade section CELEBRITIES
348,Class consciousness lets go ppl lets eat the rich to save our ditch,scrollTriggerFade section RICH
349,Yeah the rich looking pretty tasty rn,scrollTriggerFade section RICH
350,EAT the RICH!,scrollTriggerFade section RICH
351,Floyd ain’t telling you to recycle anything 😆,scrollTriggerFade section EVERYDAY
352,Camarillo to Van Nuys can easily be a couple hours. LA traffic is crazy.,scrollTriggerFade section UNDEFINED
353,@Kylie Jenner please explain yourself,scrollTriggerFade section CELEBRITIES
354,@kyliejenner,scrollTriggerFade section CELEBRITIES
355,Lol conservatives be like “it’s their money they can do what they want” They’re fucking with our shared planet fuck no,scrollTriggerFade section UNDEFINED
356,"I read somewhere that Kylie took a 17 min flight that dumped 1 ton of CO2. Why are we expected to be responsible, but they’re not? Eat the rich",scrollTriggerFade section UNDEFINED
357,Camarillo is not LA,scrollTriggerFade section CELEBRITIES
358,This is insanity. I can’t even get up the street in 3mins with my car!,scrollTriggerFade section EVERYDAY
359,Forget the turtles the people are screwed,scrollTriggerFade section UNDEFINED
360,The rich are the problem,scrollTriggerFade section RICH
361,If you live here in Los Angeles then this makes sense lol traffic here is actually hell.,scrollTriggerFade section EVERYDAY
362,that 3 minute flight just ruined my day,scrollTriggerFade section UNDEFINED
363,It was probably a flight to move the jet for maintenance. Not all airports have the same facilities,scrollTriggerFade section ROUTINE
364,Hey guys you better not have emissions from your vehicle in California 😂😂😂😂,scrollTriggerFade section UNDEFINED
365,I guess it depends if she had to drive on the 405 at 4:30pm on a Friday…,scrollTriggerFade section CELEBRITIES
366,The turtles are screwed KILLED ME!!,scrollTriggerFade section POLLUTION
367,IMPOSE A CARBON TAX,scrollTriggerFade section UNDEFINED
368,caitlyn lives in camarillo she was probably meeting her for brunch at the waypoint lmao,scrollTriggerFade section CELEBRITIES
369,we gotta stop giving them money,scrollTriggerFade section RICH
370,If you have a PJ why would you not take advantage of that? Have you been in Cali traffic?,scrollTriggerFade section EVERYDAY
371,CAP WEALTH,scrollTriggerFade section RICH
372,THE TURTLES 😭😭😭😭,scrollTriggerFade section POLLUTION
373,It was never about the straws. Billion $ corps are scraping the ocean dry with giants nets. Watch Seaspiracy on Netflix,scrollTriggerFade section EVERYDAY
374,"yeah but that’s just the 1%, you guys recycle and stop plastic, you’re more in numbers",scrollTriggerFade section EVERYDAY
375,eat the rich,scrollTriggerFade section RICH
376,@kyliejenner girl what are you doing,scrollTriggerFade section CELEBRITIES
377,Some of the planes still use less fuel too,scrollTriggerFade section ROUTINE
378,Let’s be realistic. How many wealthy people do we have in the world doing this ? Not many. Now how many people use plastic straws? The whole world.,scrollTriggerFade section UNDEFINED
379,You just want kylie to comment,scrollTriggerFade section CELEBRITIES
380,Couldn’t make a 40 min drive like every normal civilian 😭,scrollTriggerFade section CELEBRITIES
381,And yet these types of people want us to get electric cars and “save the environment”,scrollTriggerFade section UNDEFINED
382,REDIRECT THE CLIMATE CHANGE CONVERSATIONS towards these CELEBRITIES,scrollTriggerFade section UNDEFINED
383,Why isn’t this more viral. Don’t even get me started on Leo DiCaprio being so passionate about the environment but taking jets regularly 😒😒😒😒,scrollTriggerFade section CELEBRITIES
384,Killing the earth for fun,scrollTriggerFade section POLLUTION
385,Never tell me to use a paper straw again haha,scrollTriggerFade section EVERYDAY
386,Let’s talk about the excess amount of water her sisters using too.,scrollTriggerFade section EVERYDAY
387,But the Green New Deal,scrollTriggerFade section POLLUTION
388,Floyd out here spending Logan’s money. And I’m here for it.,scrollTriggerFade section RICH
389,🍴 EAT THE RICH 🍴,scrollTriggerFade section RICH
390,This video is incredible and clearly displays how capitalism introduces greenwashing to avoid addressing the carbon output from the wealthy. Smfh,scrollTriggerFade section UNDEFINED
391,She really couldn’t sit in the back of her chauffeur’s car for 45 mins …,scrollTriggerFade section EVERYDAY
392,business expense,scrollTriggerFade section RICH
393,kill the money hoarders,scrollTriggerFade section RICH
394,The rich feel entitled to these things because they have a lot of money “you’re just mad bc you don’t have one” attitude is trash,scrollTriggerFade section RICH
395,Fuck celebrities with this kind of audacity,scrollTriggerFade section CELEBRITIES
396,this video was longer than her flight,scrollTriggerFade section ROUTINE
397,Eat the rich,scrollTriggerFade section RICH
398,I’m throwing my garbage directly into the ocean now,scrollTriggerFade section EVERYDAY
399,and ppl will shit on you for flying a few times a year for trips 🙄,scrollTriggerFade section UNDEFINED
400,It’s possible they drop him off at a closer airport to home and then they hangar the jet at another location. Otherwise they would drive pretty far.,scrollTriggerFade section UNDEFINED
401,"We are the ones helping to fund their lifestyle! Stop liking their posts, don’t watch their show, don’t buy their cosmetics or their shapewear!",scrollTriggerFade section UNDEFINED
402,"Y’all, they have so much money that taxing them won’t matter. Take their jets",scrollTriggerFade section RICH
403,No wonder Jenner bought a church gotta get her tax money back from all the fuel and carbon tax they have to pay for their silly lil jets 🤣,scrollTriggerFade section UNDEFINED
